bucket,topic,year,count
hist_econ,Mercantilism,2001,4
hist_econ,Mercantilism,2002,8
hist_econ,Mercantilism,2003,17
hist_econ,Mercantilism,2004,27
hist_econ,Mercantilism,2005,16
hist_econ,Mercantilism,2006,22
hist_econ,Mercantilism,2007,13
hist_econ,Mercantilism,2008,20
hist_econ,Mercantilism,2009,24
hist_econ,Mercantilism,2010,13
hist_econ,Mercantilism,2011,13
hist_econ,Mercantilism,2012,9
hist_econ,Mercantilism,2013,34
hist_econ,Mercantilism,2014,14
hist_econ,Mercantilism,2015,26
hist_econ,Mercantilism,2016,34
hist_econ,Mercantilism,2017,42
hist_econ,Mercantilism,2018,37
hist_econ,Mercantilism,2019,53
hist_econ,Mercantilism,2020,32
hist_econ,Mercantilism,2021,23
hist_econ,Mercantilism,2022,25
hist_econ,Mercantilism,2023,30
hist_econ,Mercantilism,2024,37
hist_econ,Mercantilism,2025,38
hist_econ,Gold standard,2000,7149
hist_econ,Gold standard,2001,7748
hist_econ,Gold standard,2002,7875
hist_econ,Gold standard,2003,8134
hist_econ,Gold standard,2004,9129
hist_econ,Gold standard,2005,9864
hist_econ,Gold standard,2006,10976
hist_econ,Gold standard,2007,12462
hist_econ,Gold standard,2008,12676
hist_econ,Gold standard,2009,13503
hist_econ,Gold standard,2010,14768
hist_econ,Gold standard,2011,17334
hist_econ,Gold standard,2012,18794
hist_econ,Gold standard,2013,18018
hist_econ,Gold standard,2014,25041
hist_econ,Gold standard,2015,18409
hist_econ,Gold standard,2016,20094
hist_econ,Gold standard,2017,21587
hist_econ,Gold standard,2018,18867
hist_econ,Gold standard,2019,20472
hist_econ,Gold standard,2020,21101
hist_econ,Gold standard,2021,21191
hist_econ,Gold standard,2022,21187
hist_econ,Gold standard,2023,22832
hist_econ,Gold standard,2024,22822
hist_econ,Gold standard,2025,39595
hist_geo,British Empire,2000,16610
hist_geo,British Empire,2001,15888
hist_geo,British Empire,2002,20444
hist_geo,British Empire,2003,17003
hist_geo,British Empire,2004,19257
hist_geo,British Empire,2005,18479
hist_geo,British Empire,2006,19367
hist_geo,British Empire,2007,23726
hist_geo,British Empire,2008,19575
hist_geo,British Empire,2009,22355
hist_geo,British Empire,2010,22854
hist_geo,British Empire,2011,23882
hist_geo,British Empire,2012,24684
hist_geo,British Empire,2013,27084
hist_geo,British Empire,2014,27257
hist_geo,British Empire,2015,29599
hist_geo,British Empire,2016,30802
hist_geo,British Empire,2017,32755
hist_geo,British Empire,2018,30615
hist_geo,British Empire,2019,33591
hist_geo,British Empire,2020,38897
hist_geo,British Empire,2021,39452
hist_geo,British Empire,2022,36529
hist_geo,British Empire,2023,35870
hist_geo,British Empire,2024,37895
hist_geo,British Empire,2025,36489
hist_geo,World War I,2000,21854
hist_geo,World War I,2001,20964
hist_geo,World War I,2002,23767
hist_geo,World War I,2003,27121
hist_geo,World War I,2004,26009
hist_geo,World War I,2005,28468
hist_geo,World War I,2006,33697
hist_geo,World War I,2007,34561
hist_geo,World War I,2008,41706
hist_geo,World War I,2009,46459
hist_geo,World War I,2010,47257
hist_geo,World War I,2011,46855
hist_geo,World War I,2012,56924
hist_geo,World War I,2013,64271
hist_geo,World War I,2014,66592
hist_geo,World War I,2015,67322
hist_geo,World War I,2016,69826
hist_geo,World War I,2017,84204
hist_geo,World War I,2018,81955
hist_geo,World War I,2019,104055
hist_geo,World War I,2020,118959
hist_geo,World War I,2021,106216
hist_geo,World War I,2022,116444
hist_geo,World War I,2023,121182
hist_geo,World War I,2024,127127
hist_geo,World War I,2025,139656
hist_geo,World War II,2000,42053
hist_geo,World War II,2001,42604
hist_geo,World War II,2002,45130
hist_geo,World War II,2003,51103
hist_geo,World War II,2004,51788
hist_geo,World War II,2005,58673
hist_geo,World War II,2006,61410
hist_geo,World War II,2007,64370
hist_geo,World War II,2008,74524
hist_geo,World War II,2009,77134
hist_geo,World War II,2010,79087
hist_geo,World War II,2011,80482
hist_geo,World War II,2012,98212
hist_geo,World War II,2013,99196
hist_geo,World War II,2014,104679
hist_geo,World War II,2015,107748
hist_geo,World War II,2016,110286
hist_geo,World War II,2017,130238
hist_geo,World War II,2018,138372
hist_geo,World War II,2019,164830
hist_geo,World War II,2020,178080
hist_geo,World War II,2021,163328
hist_geo,World War II,2022,177865
hist_geo,World War II,2023,191403
hist_geo,World War II,2024,196390
hist_geo,World War II,2025,207647
hist_geo,Roman Empire,2000,3446
hist_geo,Roman Empire,2001,3910
hist_geo,Roman Empire,2002,4469
hist_geo,Roman Empire,2003,5164
hist_geo,Roman Empire,2004,5575
hist_geo,Roman Empire,2005,5323
hist_geo,Roman Empire,2006,6599
hist_geo,Roman Empire,2007,8058
hist_geo,Roman Empire,2008,7639
hist_geo,Roman Empire,2009,9561
hist_geo,Roman Empire,2010,9666
hist_geo,Roman Empire,2011,9587
hist_geo,Roman Empire,2012,10660
hist_geo,Roman Empire,2013,12644
hist_geo,Roman Empire,2014,12867
hist_geo,Roman Empire,2015,14782
hist_geo,Roman Empire,2016,15812
hist_geo,Roman Empire,2017,17607
hist_geo,Roman Empire,2018,17717
hist_geo,Roman Empire,2019,21927
hist_geo,Roman Empire,2020,25869
hist_geo,Roman Empire,2021,25187
hist_geo,Roman Empire,2022,25174
hist_geo,Roman Empire,2023,26148
hist_geo,Roman Empire,2024,25335
hist_geo,Roman Empire,2025,25225
hist_geo,Mongol Empire,2000,1020
hist_geo,Mongol Empire,2001,1179
hist_geo,Mongol Empire,2002,1592
hist_geo,Mongol Empire,2003,2030
hist_geo,Mongol Empire,2004,1631
hist_geo,Mongol Empire,2005,1965
hist_geo,Mongol Empire,2006,2428
hist_geo,Mongol Empire,2007,2825
hist_geo,Mongol Empire,2008,2218
hist_geo,Mongol Empire,2009,3940
hist_geo,Mongol Empire,2010,3828
hist_geo,Mongol Empire,2011,3401
hist_geo,Mongol Empire,2012,3719
hist_geo,Mongol Empire,2013,4521
hist_geo,Mongol Empire,2014,4356
hist_geo,Mongol Empire,2015,5163
hist_geo,Mongol Empire,2016,5499
hist_geo,Mongol Empire,2017,6911
hist_geo,Mongol Empire,2018,5994
hist_geo,Mongol Empire,2019,8322
hist_geo,Mongol Empire,2020,9652
hist_geo,Mongol Empire,2021,8437
hist_geo,Mongol Empire,2022,8484
hist_geo,Mongol Empire,2023,7690
hist_geo,Mongol Empire,2024,8002
hist_geo,Mongol Empire,2025,7348
hist_geo,Byzantine Empire,2000,1152
hist_geo,Byzantine Empire,2001,1294
hist_geo,Byzantine Empire,2002,1821
hist_geo,Byzantine Empire,2003,2161
hist_geo,Byzantine Empire,2004,1841
hist_geo,Byzantine Empire,2005,2169
hist_geo,Byzantine Empire,2006,2643
hist_geo,Byzantine Empire,2007,3159
hist_geo,Byzantine Empire,2008,2493
hist_geo,Byzantine Empire,2009,4193
hist_geo,Byzantine Empire,2010,4243
hist_geo,Byzantine Empire,2011,3846
hist_geo,Byzantine Empire,2012,4316
hist_geo,Byzantine Empire,2013,4916
hist_geo,Byzantine Empire,2014,4845
hist_geo,Byzantine Empire,2015,5534
hist_geo,Byzantine Empire,2016,6263
hist_geo,Byzantine Empire,2017,7809
hist_geo,Byzantine Empire,2018,6741
hist_geo,Byzantine Empire,2019,9364
hist_geo,Byzantine Empire,2020,10597
hist_geo,Byzantine Empire,2021,9624
hist_geo,Byzantine Empire,2022,9560
hist_geo,Byzantine Empire,2023,8736
hist_geo,Byzantine Empire,2024,9123
hist_geo,Byzantine Empire,2025,8639
hist_theory,Postmodernism,2000,254
hist_theory,Postmodernism,2001,235
hist_theory,Postmodernism,2002,358
hist_theory,Postmodernism,2003,312
hist_theory,Postmodernism,2004,194
hist_theory,Postmodernism,2005,244
hist_theory,Postmodernism,2006,213
hist_theory,Postmodernism,2007,172
hist_theory,Postmodernism,2008,151
hist_theory,Postmodernism,2009,223
hist_theory,Postmodernism,2010,110
hist_theory,Postmodernism,2011,131
hist_theory,Postmodernism,2012,186
hist_theory,Postmodernism,2013,254
hist_theory,Postmodernism,2014,197
hist_theory,Postmodernism,2015,259
hist_theory,Postmodernism,2016,250
hist_theory,Postmodernism,2017,259
hist_theory,Postmodernism,2018,316
hist_theory,Postmodernism,2019,465
hist_theory,Postmodernism,2020,941
hist_theory,Postmodernism,2021,343
hist_theory,Postmodernism,2022,332
hist_theory,Postmodernism,2023,283
hist_theory,Postmodernism,2024,323
hist_theory,Postmodernism,2025,251
hist_theory,Marxist historiography,2000,457
hist_theory,Marxist historiography,2001,353
hist_theory,Marxist historiography,2002,474
hist_theory,Marxist historiography,2003,454
hist_theory,Marxist historiography,2004,386
hist_theory,Marxist historiography,2005,500
hist_theory,Marxist historiography,2006,607
hist_theory,Marxist historiography,2007,556
hist_theory,Marxist historiography,2008,545
hist_theory,Marxist historiography,2009,588
hist_theory,Marxist historiography,2010,765
hist_theory,Marxist historiography,2011,697
hist_theory,Marxist historiography,2012,831
hist_theory,Marxist historiography,2013,1079
hist_theory,Marxist historiography,2014,913
hist_theory,Marxist historiography,2015,1116
hist_theory,Marxist historiography,2016,1207
hist_theory,Marxist historiography,2017,1616
hist_theory,Marxist historiography,2018,1527
hist_theory,Marxist historiography,2019,1748
hist_theory,Marxist historiography,2020,2242
hist_theory,Marxist historiography,2021,2057
hist_theory,Marxist historiography,2022,2463
hist_theory,Marxist historiography,2023,2504
hist_theory,Marxist historiography,2024,2342
hist_theory,Marxist historiography,2025,2598
hist_theory,Whig history,2000,25729
hist_theory,Whig history,2001,25431
hist_theory,Whig history,2002,29990
hist_theory,Whig history,2003,27154
hist_theory,Whig history,2004,29176
hist_theory,Whig history,2005,28792
hist_theory,Whig history,2006,29789
hist_theory,Whig history,2007,33911
hist_theory,Whig history,2008,33370
hist_theory,Whig history,2009,38115
hist_theory,Whig history,2010,43853
hist_theory,Whig history,2011,44117
hist_theory,Whig history,2012,53113
hist_theory,Whig history,2013,52571
hist_theory,Whig history,2014,50558
hist_theory,Whig history,2015,53785
hist_theory,Whig history,2016,55932
hist_theory,Whig history,2017,71715
hist_theory,Whig history,2018,66369
hist_theory,Whig history,2019,79274
hist_theory,Whig history,2020,89186
hist_theory,Whig history,2021,78996
hist_theory,Whig history,2022,81761
hist_theory,Whig history,2023,82922
hist_theory,Whig history,2024,81661
hist_theory,Whig history,2025,80547
hist_theory,Annales school,2000,8223
hist_theory,Annales school,2001,8936
hist_theory,Annales school,2002,10024
hist_theory,Annales school,2003,11043
hist_theory,Annales school,2004,11946
hist_theory,Annales school,2005,12828
hist_theory,Annales school,2006,12973
hist_theory,Annales school,2007,17915
hist_theory,Annales school,2008,16069
hist_theory,Annales school,2009,17280
hist_theory,Annales school,2010,19321
hist_theory,Annales school,2011,21625
hist_theory,Annales school,2012,25673
hist_theory,Annales school,2013,30935
hist_theory,Annales school,2014,31797
hist_theory,Annales school,2015,34293
hist_theory,Annales school,2016,38923
hist_theory,Annales school,2017,45904
hist_theory,Annales school,2018,52418
hist_theory,Annales school,2019,59145
hist_theory,Annales school,2020,66745
hist_theory,Annales school,2021,71400
hist_theory,Annales school,2022,74132
hist_theory,Annales school,2023,79555
hist_theory,Annales school,2024,86876
hist_theory,Annales school,2025,97900
hist_theory,Orientalism,2000,75
hist_theory,Orientalism,2001,56
hist_theory,Orientalism,2002,141
hist_theory,Orientalism,2003,125
hist_theory,Orientalism,2004,110
hist_theory,Orientalism,2005,122
hist_theory,Orientalism,2006,134
hist_theory,Orientalism,2007,107
hist_theory,Orientalism,2008,106
hist_theory,Orientalism,2009,159
hist_theory,Orientalism,2010,222
hist_theory,Orientalism,2011,216
hist_theory,Orientalism,2012,224
hist_theory,Orientalism,2013,397
hist_theory,Orientalism,2014,283
hist_theory,Orientalism,2015,268
hist_theory,Orientalism,2016,257
hist_theory,Orientalism,2017,286
hist_theory,Orientalism,2018,297
hist_theory,Orientalism,2019,486
hist_theory,Orientalism,2020,539
hist_theory,Orientalism,2021,400
hist_theory,Orientalism,2022,385
hist_theory,Orientalism,2023,461
hist_theory,Orientalism,2024,302
hist_theory,Orientalism,2025,351
hist_theory,Revisionism (history),2000,25730
hist_theory,Revisionism (history),2001,25440
hist_theory,Revisionism (history),2002,29990
hist_theory,Revisionism (history),2003,27125
hist_theory,Revisionism (history),2004,29181
hist_theory,Revisionism (history),2005,28787
hist_theory,Revisionism (history),2006,29788
hist_theory,Revisionism (history),2007,33917
hist_theory,Revisionism (history),2008,33385
hist_theory,Revisionism (history),2009,38115
hist_theory,Revisionism (history),2010,43862
hist_theory,Revisionism (history),2011,44112
hist_theory,Revisionism (history),2012,53104
hist_theory,Revisionism (history),2013,52572
hist_theory,Revisionism (history),2014,50565
hist_theory,Revisionism (history),2015,53801
hist_theory,Revisionism (history),2016,55948
hist_theory,Revisionism (history),2017,71745
hist_theory,Revisionism (history),2018,66432
hist_theory,Revisionism (history),2019,79281
hist_theory,Revisionism (history),2020,89228
hist_theory,Revisionism (history),2021,79053
hist_theory,Revisionism (history),2022,81813
hist_theory,Revisionism (history),2023,82915
hist_theory,Revisionism (history),2024,81660
hist_theory,Revisionism (history),2025,80545
hist_theory,Feminist history,2000,27125
hist_theory,Feminist history,2001,26799
hist_theory,Feminist history,2002,31822
hist_theory,Feminist history,2003,28591
hist_theory,Feminist history,2004,30585
hist_theory,Feminist history,2005,30549
hist_theory,Feminist history,2006,31439
hist_theory,Feminist history,2007,35864
hist_theory,Feminist history,2008,35129
hist_theory,Feminist history,2009,39866
hist_theory,Feminist history,2010,45556
hist_theory,Feminist history,2011,45858
hist_theory,Feminist history,2012,55617
hist_theory,Feminist history,2013,55226
hist_theory,Feminist history,2014,53133
hist_theory,Feminist history,2015,56379
hist_theory,Feminist history,2016,59304
hist_theory,Feminist history,2017,75254
hist_theory,Feminist history,2018,70546
hist_theory,Feminist history,2019,83830
hist_theory,Feminist history,2020,95217
hist_theory,Feminist history,2021,83920
hist_theory,Feminist history,2022,87512
hist_theory,Feminist history,2023,88610
hist_theory,Feminist history,2024,88018
hist_theory,Feminist history,2025,87433
pol_ir,Globalization,2000,1484
pol_ir,Globalization,2001,1674
pol_ir,Globalization,2002,2052
pol_ir,Globalization,2003,2152
pol_ir,Globalization,2004,2330
pol_ir,Globalization,2005,1869
pol_ir,Globalization,2006,2572
pol_ir,Globalization,2007,2940
pol_ir,Globalization,2008,2954
pol_ir,Globalization,2009,2774
pol_ir,Globalization,2010,3085
pol_ir,Globalization,2011,2970
pol_ir,Globalization,2012,3942
pol_ir,Globalization,2013,3298
pol_ir,Globalization,2014,3135
pol_ir,Globalization,2015,2924
pol_ir,Globalization,2016,3013
pol_ir,Globalization,2017,4450
pol_ir,Globalization,2018,3688
pol_ir,Globalization,2019,4993
pol_ir,Globalization,2020,5462
pol_ir,Globalization,2021,4496
pol_ir,Globalization,2022,4398
pol_ir,Globalization,2023,3890
pol_ir,Globalization,2024,3774
pol_ir,Globalization,2025,3659
pol_ir,Soft power,2000,15930
pol_ir,Soft power,2001,17428
pol_ir,Soft power,2002,18423
pol_ir,Soft power,2003,19795
pol_ir,Soft power,2004,23048
pol_ir,Soft power,2005,24939
pol_ir,Soft power,2006,33201
pol_ir,Soft power,2007,36812
pol_ir,Soft power,2008,38879
pol_ir,Soft power,2009,44046
pol_ir,Soft power,2010,47707
pol_ir,Soft power,2011,56805
pol_ir,Soft power,2012,64114
pol_ir,Soft power,2013,64040
pol_ir,Soft power,2014,70828
pol_ir,Soft power,2015,72753
pol_ir,Soft power,2016,79989
pol_ir,Soft power,2017,86230
pol_ir,Soft power,2018,91239
pol_ir,Soft power,2019,100497
pol_ir,Soft power,2020,105384
pol_ir,Soft power,2021,109589
pol_ir,Soft power,2022,115827
pol_ir,Soft power,2023,130572
pol_ir,Soft power,2024,142585
pol_ir,Soft power,2025,153491
pol_ir,Geopolitics,2000,136
pol_ir,Geopolitics,2001,192
pol_ir,Geopolitics,2002,157
pol_ir,Geopolitics,2003,182
pol_ir,Geopolitics,2004,185
pol_ir,Geopolitics,2005,122
pol_ir,Geopolitics,2006,146
pol_ir,Geopolitics,2007,262
pol_ir,Geopolitics,2008,219
pol_ir,Geopolitics,2009,249
pol_ir,Geopolitics,2010,227
pol_ir,Geopolitics,2011,259
pol_ir,Geopolitics,2012,419
pol_ir,Geopolitics,2013,390
pol_ir,Geopolitics,2014,569
pol_ir,Geopolitics,2015,466
pol_ir,Geopolitics,2016,822
pol_ir,Geopolitics,2017,906
pol_ir,Geopolitics,2018,780
pol_ir,Geopolitics,2019,947
pol_ir,Geopolitics,2020,1226
pol_ir,Geopolitics,2021,1260
pol_ir,Geopolitics,2022,1086
pol_ir,Geopolitics,2023,1385
pol_ir,Geopolitics,2024,1740
pol_ir,Geopolitics,2025,2033
pol_ir,Deterrence theory,2000,24544
pol_ir,Deterrence theory,2001,25186
pol_ir,Deterrence theory,2002,25106
pol_ir,Deterrence theory,2003,26461
pol_ir,Deterrence theory,2004,27168
pol_ir,Deterrence theory,2005,29294
pol_ir,Deterrence theory,2006,30789
pol_ir,Deterrence theory,2007,33242
pol_ir,Deterrence theory,2008,37134
pol_ir,Deterrence theory,2009,43827
pol_ir,Deterrence theory,2010,43759
pol_ir,Deterrence theory,2011,44392
pol_ir,Deterrence theory,2012,47792
pol_ir,Deterrence theory,2013,52345
pol_ir,Deterrence theory,2014,54815
pol_ir,Deterrence theory,2015,54879
pol_ir,Deterrence theory,2016,58745
pol_ir,Deterrence theory,2017,66244
pol_ir,Deterrence theory,2018,67783
pol_ir,Deterrence theory,2019,72469
pol_ir,Deterrence theory,2020,76711
pol_ir,Deterrence theory,2021,75594
pol_ir,Deterrence theory,2022,75985
pol_ir,Deterrence theory,2023,79806
pol_ir,Deterrence theory,2024,89416
pol_ir,Deterrence theory,2025,91540
pol_ir,Neoconservatism,2000,1
pol_ir,Neoconservatism,2001,1
pol_ir,Neoconservatism,2002,28
pol_ir,Neoconservatism,2003,1
pol_ir,Neoconservatism,2004,5
pol_ir,Neoconservatism,2005,11
pol_ir,Neoconservatism,2006,11
pol_ir,Neoconservatism,2007,12
pol_ir,Neoconservatism,2008,12
pol_ir,Neoconservatism,2009,7
pol_ir,Neoconservatism,2010,29
pol_ir,Neoconservatism,2011,19
pol_ir,Neoconservatism,2012,25
pol_ir,Neoconservatism,2013,16
pol_ir,Neoconservatism,2014,9
pol_ir,Neoconservatism,2015,9
pol_ir,Neoconservatism,2016,11
pol_ir,Neoconservatism,2017,7
pol_ir,Neoconservatism,2018,14
pol_ir,Neoconservatism,2019,16
pol_ir,Neoconservatism,2020,10
pol_ir,Neoconservatism,2021,9
pol_ir,Neoconservatism,2022,22
pol_ir,Neoconservatism,2023,15
pol_ir,Neoconservatism,2024,21
pol_ir,Neoconservatism,2025,14
pol_ir,Neoliberalism (international relations),2000,93690
pol_ir,Neoliberalism (international relations),2001,100669
pol_ir,Neoliberalism (international relations),2002,101748
pol_ir,Neoliberalism (international relations),2003,114905
pol_ir,Neoliberalism (international relations),2004,133481
pol_ir,Neoliberalism (international relations),2005,145784
pol_ir,Neoliberalism (international relations),2006,202118
pol_ir,Neoliberalism (international relations),2007,234140
pol_ir,Neoliberalism (international relations),2008,257388
pol_ir,Neoliberalism (international relations),2009,301660
pol_ir,Neoliberalism (international relations),2010,339573
pol_ir,Neoliberalism (international relations),2011,353805
pol_ir,Neoliberalism (international relations),2012,370282
pol_ir,Neoliberalism (international relations),2013,387221
pol_ir,Neoliberalism (international relations),2014,412321
pol_ir,Neoliberalism (international relations),2015,479445
pol_ir,Neoliberalism (international relations),2016,518366
pol_ir,Neoliberalism (international relations),2017,551208
pol_ir,Neoliberalism (international relations),2018,610842
pol_ir,Neoliberalism (international relations),2019,670787
pol_ir,Neoliberalism (international relations),2020,676167
pol_ir,Neoliberalism (international relations),2021,717322
pol_ir,Neoliberalism (international relations),2022,753378
pol_ir,Neoliberalism (international relations),2023,837559
pol_ir,Neoliberalism (international relations),2024,933205
pol_ir,Neoliberalism (international relations),2025,1048328
pol_theory,Communitarianism,2000,25
pol_theory,Communitarianism,2001,23
pol_theory,Communitarianism,2002,18
pol_theory,Communitarianism,2003,14
pol_theory,Communitarianism,2004,19
pol_theory,Communitarianism,2005,23
pol_theory,Communitarianism,2006,9
pol_theory,Communitarianism,2007,19
pol_theory,Communitarianism,2008,20
pol_theory,Communitarianism,2009,13
pol_theory,Communitarianism,2010,16
pol_theory,Communitarianism,2011,37
pol_theory,Communitarianism,2012,17
pol_theory,Communitarianism,2013,39
pol_theory,Communitarianism,2014,30
pol_theory,Communitarianism,2015,24
pol_theory,Communitarianism,2016,45
pol_theory,Communitarianism,2017,34
pol_theory,Communitarianism,2018,69
pol_theory,Communitarianism,2019,57
pol_theory,Communitarianism,2020,36
pol_theory,Communitarianism,2021,30
pol_theory,Communitarianism,2022,39
pol_theory,Communitarianism,2023,52
pol_theory,Communitarianism,2024,28
pol_theory,Communitarianism,2025,78
pol_theory,Libertarianism,2000,7
pol_theory,Libertarianism,2001,13
pol_theory,Libertarianism,2002,7
pol_theory,Libertarianism,2003,31
pol_theory,Libertarianism,2004,17
pol_theory,Libertarianism,2005,25
pol_theory,Libertarianism,2006,25
pol_theory,Libertarianism,2007,9
pol_theory,Libertarianism,2008,346
pol_theory,Libertarianism,2009,14
pol_theory,Libertarianism,2010,29
pol_theory,Libertarianism,2011,15
pol_theory,Libertarianism,2012,29
pol_theory,Libertarianism,2013,48
pol_theory,Libertarianism,2014,38
pol_theory,Libertarianism,2015,46
pol_theory,Libertarianism,2016,32
pol_theory,Libertarianism,2017,68
pol_theory,Libertarianism,2018,39
pol_theory,Libertarianism,2019,46
pol_theory,Libertarianism,2020,47
pol_theory,Libertarianism,2021,113
pol_theory,Libertarianism,2022,70
pol_theory,Libertarianism,2023,128
pol_theory,Libertarianism,2024,47
pol_theory,Libertarianism,2025,93
pol_theory,Egalitarianism,2000,20
pol_theory,Egalitarianism,2001,19
pol_theory,Egalitarianism,2002,26
pol_theory,Egalitarianism,2003,26
pol_theory,Egalitarianism,2004,70
pol_theory,Egalitarianism,2005,29
pol_theory,Egalitarianism,2006,73
pol_theory,Egalitarianism,2007,34
pol_theory,Egalitarianism,2008,61
pol_theory,Egalitarianism,2009,51
pol_theory,Egalitarianism,2010,35
pol_theory,Egalitarianism,2011,58
pol_theory,Egalitarianism,2012,50
pol_theory,Egalitarianism,2013,49
pol_theory,Egalitarianism,2014,97
pol_theory,Egalitarianism,2015,57
pol_theory,Egalitarianism,2016,78
pol_theory,Egalitarianism,2017,131
pol_theory,Egalitarianism,2018,110
pol_theory,Egalitarianism,2019,102
pol_theory,Egalitarianism,2020,130
pol_theory,Egalitarianism,2021,91
pol_theory,Egalitarianism,2022,124
pol_theory,Egalitarianism,2023,150
pol_theory,Egalitarianism,2024,105
pol_theory,Egalitarianism,2025,122
pol_theory,Utilitarianism,2000,51
pol_theory,Utilitarianism,2001,32
pol_theory,Utilitarianism,2002,63
pol_theory,Utilitarianism,2003,39
pol_theory,Utilitarianism,2004,39
pol_theory,Utilitarianism,2005,33
pol_theory,Utilitarianism,2006,79
pol_theory,Utilitarianism,2007,57
pol_theory,Utilitarianism,2008,73
pol_theory,Utilitarianism,2009,44
pol_theory,Utilitarianism,2010,47
pol_theory,Utilitarianism,2011,89
pol_theory,Utilitarianism,2012,62
pol_theory,Utilitarianism,2013,74
pol_theory,Utilitarianism,2014,137
pol_theory,Utilitarianism,2015,96
pol_theory,Utilitarianism,2016,67
pol_theory,Utilitarianism,2017,125
pol_theory,Utilitarianism,2018,86
pol_theory,Utilitarianism,2019,102
pol_theory,Utilitarianism,2020,106
pol_theory,Utilitarianism,2021,107
pol_theory,Utilitarianism,2022,91
pol_theory,Utilitarianism,2023,113
pol_theory,Utilitarianism,2024,147
pol_theory,Utilitarianism,2025,112
pol_theory,Fascism,2000,147
pol_theory,Fascism,2001,158
pol_theory,Fascism,2002,141
pol_theory,Fascism,2003,287
pol_theory,Fascism,2004,174
pol_theory,Fascism,2005,106
pol_theory,Fascism,2006,100
pol_theory,Fascism,2007,174
pol_theory,Fascism,2008,144
pol_theory,Fascism,2009,259
pol_theory,Fascism,2010,271
pol_theory,Fascism,2011,171
pol_theory,Fascism,2012,179
pol_theory,Fascism,2013,320
pol_theory,Fascism,2014,290
pol_theory,Fascism,2015,296
pol_theory,Fascism,2016,278
pol_theory,Fascism,2017,489
pol_theory,Fascism,2018,367
pol_theory,Fascism,2019,667
pol_theory,Fascism,2020,785
pol_theory,Fascism,2021,497
pol_theory,Fascism,2022,720
pol_theory,Fascism,2023,714
pol_theory,Fascism,2024,597
pol_theory,Fascism,2025,902
pol_theory,Anarchism,2000,11
pol_theory,Anarchism,2001,9
pol_theory,Anarchism,2002,48
pol_theory,Anarchism,2003,19
pol_theory,Anarchism,2004,59
pol_theory,Anarchism,2005,14
pol_theory,Anarchism,2006,24
pol_theory,Anarchism,2007,76
pol_theory,Anarchism,2008,33
pol_theory,Anarchism,2009,77
pol_theory,Anarchism,2010,73
pol_theory,Anarchism,2011,115
pol_theory,Anarchism,2012,140
pol_theory,Anarchism,2013,135
pol_theory,Anarchism,2014,90
pol_theory,Anarchism,2015,119
pol_theory,Anarchism,2016,224
pol_theory,Anarchism,2017,254
pol_theory,Anarchism,2018,240
pol_theory,Anarchism,2019,240
pol_theory,Anarchism,2020,204
pol_theory,Anarchism,2021,171
pol_theory,Anarchism,2022,150
pol_theory,Anarchism,2023,238
pol_theory,Anarchism,2024,183
pol_theory,Anarchism,2025,154
pol_comp,Presidential system,2000,31774
pol_comp,Presidential system,2001,31052
pol_comp,Presidential system,2002,33337
pol_comp,Presidential system,2003,36707
pol_comp,Presidential system,2004,40351
pol_comp,Presidential system,2005,42565
pol_comp,Presidential system,2006,52776
pol_comp,Presidential system,2007,55529
pol_comp,Presidential system,2008,62399
pol_comp,Presidential system,2009,70740
pol_comp,Presidential system,2010,81453
pol_comp,Presidential system,2011,88394
pol_comp,Presidential system,2012,94739
pol_comp,Presidential system,2013,101076
pol_comp,Presidential system,2014,106497
pol_comp,Presidential system,2015,108687
pol_comp,Presidential system,2016,118440
pol_comp,Presidential system,2017,129532
pol_comp,Presidential system,2018,143767
pol_comp,Presidential system,2019,159175
pol_comp,Presidential system,2020,173041
pol_comp,Presidential system,2021,187051
pol_comp,Presidential system,2022,196462
pol_comp,Presidential system,2023,212396
pol_comp,Presidential system,2024,224808
pol_comp,Presidential system,2025,234767
pol_comp,Proportional representation,2000,2426
pol_comp,Proportional representation,2001,2546
pol_comp,Proportional representation,2002,2810
pol_comp,Proportional representation,2003,3178
pol_comp,Proportional representation,2004,3218
pol_comp,Proportional representation,2005,3138
pol_comp,Proportional representation,2006,3753
pol_comp,Proportional representation,2007,3849
pol_comp,Proportional representation,2008,4186
pol_comp,Proportional representation,2009,4805
pol_comp,Proportional representation,2010,4987
pol_comp,Proportional representation,2011,5386
pol_comp,Proportional representation,2012,5958
pol_comp,Proportional representation,2013,6660
pol_comp,Proportional representation,2014,6825
pol_comp,Proportional representation,2015,7173
pol_comp,Proportional representation,2016,8050
pol_comp,Proportional representation,2017,8832
pol_comp,Proportional representation,2018,9696
pol_comp,Proportional representation,2019,11336
pol_comp,Proportional representation,2020,12206
pol_comp,Proportional representation,2021,13223
pol_comp,Proportional representation,2022,13695
pol_comp,Proportional representation,2023,14505
pol_comp,Proportional representation,2024,16319
pol_comp,Proportional representation,2025,17764
pol_comp,Electoral College (United States),2000,20487
pol_comp,Electoral College (United States),2001,24147
pol_comp,Electoral College (United States),2002,21252
pol_comp,Electoral College (United States),2003,21730
pol_comp,Electoral College (United States),2004,25153
pol_comp,Electoral College (United States),2005,22076
pol_comp,Electoral College (United States),2006,23393
pol_comp,Electoral College (United States),2007,33463
pol_comp,Electoral College (United States),2008,26230
